Stadt;Fläche km2;Einwohner;PLZ;Längengrad;Breitengrad;Bundesland
Allmannsweiler;4.1;328;88348;9,593584;48,028386;Baden-Württemberg
Bad Buchau;23.74;4405;88422;9,611773;48,063926;Baden-Württemberg
Betzenweiler;9.68;761;88422;9,574404;48,117754;Baden-Württemberg
Dürnau;7.28;468;88422;9,554803;48,060403;Baden-Württemberg
Kanzach;11.15;515;88422;9,558743;48,07669;Baden-Württemberg
Moosburg;1.85;214;88422;9,596849;48,088634;Baden-Württemberg
Oggelshausen;13.11;955;88422;9,648628;48,070826;Baden-Württemberg
Seekirch;5.76;302;88422;9,641357;48,106288;Baden-Württemberg
Tiefenbach;6.94;525;88422;9,6525;48,089033;Baden-Württemberg
Bad Schussenried;55.01;8925;88427;9,657495;48,004849;Baden-Württemberg
Ingoldingen;44.23;3116;88456;9,739688;48,025577;Baden-Württemberg
Attenweiler;27.2;1947;88448;9,698617;48,136819;Baden-Württemberg
Biberach an der Riß;72.15;33708;88400;9,79203;48,097465;Baden-Württemberg
Eberhardzell;59.72;4605;88436;9,824229;48,001249;Baden-Württemberg
Hochdorf;23.77;2376;88454;9,787135;48,02488;Baden-Württemberg
Maselheim;47.02;4619;88437;9,883935;48,13449;Baden-Württemberg
Mittelbiberach;23.68;4342;88441;9,747188;48,087332;Baden-Württemberg
Ummendorf;20.65;4417;88444;9,831026;48,062058;Baden-Württemberg
Warthausen;25.74;5297;88447;9,797727;48,128975;Baden-Württemberg
Berkheim;25.02;3036;88450;10,08179;48,043327;Baden-Württemberg
Dettingen an der Iller;11.14;2594;88451;10,113892;48,105281;Baden-Württemberg
Erolzheim;26.3;3361;88453;10,072583;48,091068;Baden-Württemberg
Kirchberg an der Iller;18.64;2149;88486;10,081464;48,132256;Baden-Württemberg
Kirchdorf an der Iller;22.85;3960;88457;10,126512;48,076496;Baden-Württemberg
Achstetten;23.38;5075;88480;9,898085;48,258983;Baden-Württemberg
Burgrieden;21.86;4145;88483;9,93438;48,238255;Baden-Württemberg
Laupheim;61.79;22595;88471;9,883733;48,230018;Baden-Württemberg
Mietingen;26.33;4467;88487;9,903726;48,179243;Baden-Württemberg
Erlenmoos;24.26;1795;88416;9,974997;48,063201;Baden-Württemberg
Ochsenhausen;59.96;8991;88416;9,951929;48,06947;Baden-Württemberg
Steinhausen an der Rottum;29.87;2152;88416;9,956273;48,023423;Baden-Württemberg
Gutenzell-Hürbel;37.86;1860;88484;9,997187;48,113537;Baden-Württemberg
Altheim;23.73;2108;88499;9,448855;48,145555;Baden-Württemberg
Dürmentingen;24.12;2575;88525;9,533605;48,113546;Baden-Württemberg
Ertingen;37.74;5360;88521;9,460739;48,096788;Baden-Württemberg
Langenenslingen;88.33;3554;88515;9,377962;48,148612;Baden-Württemberg
Riedlingen;64.96;10741;88499;9,47504;48,153148;Baden-Württemberg
Unlingen;26.87;2392;88527;9,522042;48,166683;Baden-Württemberg
Uttenweiler;49.77;3671;88524;9,61133;48,148751;Baden-Württemberg
Rot an der Rot;63.41;4576;88430;10,027282;48,013091;Baden-Württemberg
Tannheim;27.69;2530;88459;10,081648;48,000036;Baden-Württemberg
Schwendi;49.23;6832;88477;9,975708;48,175367;Baden-Württemberg
Wain;20.14;1701;88489;10,022001;48,188928;Baden-Württemberg
Meckenbeuren;31.89;13651;88074;9,562678;47,700637;Baden-Württemberg
Eriskirch;14.61;4967;88097;9,530728;47,629977;Baden-Württemberg
Kressbronn am Bodensee;20.42;8600;88079;9,59834;47,596747;Baden-Württemberg
Langenargen;15.27;7658;88085;9,54014;47,596737;Baden-Württemberg
Friedrichshafen;69.93;61561;88045;9,479614;47,652205;Baden-Württemberg
Immenstaad am Bodensee;9.28;6513;88090;9,37146;47,666622;Baden-Württemberg
Bermatingen;15.45;4042;88697;9,348092;47,731114;Baden-Württemberg
Markdorf;40.91;14284;88677;9,389138;47,72035;Baden-Württemberg
Oberteuringen;20.08;5004;88094;9,471967;47,725477;Baden-Württemberg
Deggenhausertal;62.15;4395;88693;9,390459;47,78158;Baden-Württemberg
Daisendorf;2.44;1568;88718;9,265766;47,711716;Baden-Württemberg
Hagnau am Bodensee;2.94;1468;88709;9,320022;47,67625;Baden-Württemberg
Meersburg;12.07;6026;88709;9,273408;47,695076;Baden-Württemberg
Stetten;4.3;1046;88719;9,300569;47,692691;Baden-Württemberg
Uhldingen-Mühlhofen;15.66;8288;88690;9,245612;47,735636;Baden-Württemberg
Frickingen;26.43;3093;88699;9,273089;47,81517;Baden-Württemberg
Heiligenberg;40.75;3138;88633;9,312802;47,821299;Baden-Württemberg
Salem;62.69;11923;88682;9,310691;47,759725;Baden-Württemberg
Neukirch;26.59;2711;88099;9,701999;47,657496;Baden-Württemberg
Tettnang;71.25;19710;88069;9,589453;47,671477;Baden-Württemberg
Owingen;36.73;4507;88696;9,175628;47,810832;Baden-Württemberg
Sipplingen;4.27;2048;78354;9,098441;47,79642;Baden-Württemberg
Überlingen;58.64;22684;88662;9,159266;47,768547;Baden-Württemberg
Aulendorf;52.33;10277;88326;9,638492;47,951301;Baden-Württemberg
Bad Wurzach;182.24;14827;88410;9,896525;47,908416;Baden-Württemberg
Isny im Allgäu;85.39;14518;88316;10,039361;47,692238;Baden-Württemberg
Kißlegg;92.45;9162;88353;9,881938;47,787754;Baden-Württemberg
Argenbühl;76.42;6632;88260;9,959372;47,688159;Baden-Württemberg
Altshausen;20.48;4087;88361;9,538271;47,93449;Baden-Württemberg
Boms;9.56;721;88361;9,508511;47,969713;Baden-Württemberg
Ebenweiler;10.13;1279;88370;9,513264;47,900658;Baden-Württemberg
Eichstegen;14.25;537;88361;9,498845;47,938739;Baden-Württemberg
Fleischwangen;5.81;680;88373;9,477566;47,879063;Baden-Württemberg
Guggenhausen;8.26;188;88379;9,455438;47,893685;Baden-Württemberg
Hoßkirch;15.81;743;88374;9,446033;47,940508;Baden-Württemberg
Königseggwald;6.86;694;88376;9,419302;47,929613;Baden-Württemberg
Riedhausen;8.41;742;88377;9,431359;47,908922;Baden-Württemberg
Unterwaldhausen;4.11;282;88379;9,469885;47,902083;Baden-Württemberg
Ebersbach-Musbach;26.84;1714;88371;9,580336;47,956209;Baden-Württemberg
Bad Waldsee;108.55;20175;88339;9,751276;47,92251;Baden-Württemberg
Bergatreute;23.17;3204;88368;9,748012;47,849665;Baden-Württemberg
Bodnegg;24.57;3150;88285;9,690491;47,709876;Baden-Württemberg
Grünkraut;17.15;3166;88287;9,652681;47,743111;Baden-Württemberg
Schlier;32.6;3890;88281;9,674581;47,770627;Baden-Württemberg
Waldburg;22.71;3260;88289;9,712904;47,757454;Baden-Württemberg
Aichstetten;33.74;2884;88317;10,08067;47,892919;Baden-Württemberg
Aitrach;30.2;2795;88319;10,0896;47,939232;Baden-Württemberg
Leutkirch im Allgäu;174.97;23056;88299;10,024379;47,825064;Baden-Württemberg
Baienfurt;16.01;7251;88255;9,651432;47,826982;Baden-Württemberg
Baindt;23.07;5308;88255;9,661164;47,84186;Baden-Württemberg
Berg;28.42;4554;88276;9,595867;47,816128;Baden-Württemberg
Ravensburg;92.05;50928;88212;9,615089;47,78366;Baden-Württemberg
Weingarten;12.16;25168;88250;9,640669;47,807399;Baden-Württemberg
Vogt;22.3;4626;88267;9,766671;47,775383;Baden-Württemberg
Wolfegg;39.5;3901;88364;9,793215;47,820361;Baden-Württemberg
Achberg;12.92;1722;88147;9,713856;47,615122;Baden-Württemberg
Amtzell;30.59;4280;88279;9,747974;47,70628;Baden-Württemberg
Wangen im Allgäu;101.35;26956;88239;9,832354;47,685855;Baden-Württemberg
Wilhelmsdorf;38.09;5001;88271;9,425067;47,867494;Baden-Württemberg
Horgenzell;56.17;5548;88263;9,497983;47,806456;Baden-Württemberg
Wolpertswende;26.35;4145;88284;9,613345;47,895287;Baden-Württemberg
Fronreute;46.09;4960;88273;9,589918;47,863185;Baden-Württemberg
Ostrach;108.89;6909;88356;9,380955;47,953822;Baden-Württemberg
Gammertingen;52.97;6331;72501;9,2157;48,250288;Baden-Württemberg
Hettingen;46.06;1797;72513;9,234626;48,219073;Baden-Württemberg
Neufra;28.4;1828;72419;9,186088;48,247237;Baden-Württemberg
Veringenstadt;31.25;2143;72519;9,214018;48,178302;Baden-Württemberg
Hohentengen;36.61;4236;88367;9,376107;48,028673;Baden-Württemberg
Mengen;49.82;9850;88512;9,329165;48,048768;Baden-Württemberg
Scheer;18.72;2480;72516;9,29442;48,072852;Baden-Württemberg
Leibertingen;47.19;2144;88637;9,01618;48,042912;Baden-Württemberg
Meßkirch;76.22;8513;88605;9,111166;47,992608;Baden-Württemberg
Sauldorf;49.72;2577;88605;9,106323;47,94256;Baden-Württemberg
Illmensee;24.92;2065;88636;9,37451;47,862015;Baden-Württemberg
Pfullendorf;90.5;13501;88630;9,255547;47,923774;Baden-Württemberg
Wald;43.85;2724;88639;9,172005;47,937975;Baden-Württemberg
Herdwangen-Schönach;36.51;3495;88634;9,168242;47,862679;Baden-Württemberg
Herbertingen;38.65;4783;88518;9,438105;48,061061;Baden-Württemberg
Bad Saulgau;97.33;17586;88348;9,499183;48,013864;Baden-Württemberg
Beuron;35.1;655;88631;8,970068;48,050828;Baden-Württemberg
Bingen;37.01;2728;72511;9,272341;48,110738;Baden-Württemberg
Inzigkofen;28.73;2901;72514;9,179617;48,070908;Baden-Württemberg
Krauchenwies;44.65;5096;72505;9,248681;48,018687;Baden-Württemberg
Sigmaringen;92.84;17263;72488;9,214788;48,086623;Baden-Württemberg
Sigmaringendorf;12.47;3683;72517;9,261616;48,067985;Baden-Württemberg
Schwenningen;19.34;1671;72477;8,997429;48,10473;Baden-Württemberg
Stetten am kalten Markt;56.47;4766;72510;9,077554;48,121999;Baden-Württemberg
Ingolstadt;133.35;138016;85049;11,423387;48,76542;Bayern
München;310.7;1487708;80313;11,575997;48,137683;Bayern
Rosenheim;37.22;63508;83013;12,128932;47,856358;Bayern
Altötting;23.07;12983;84503;12,67892;48,227986;Bayern
Burghausen;19.81;18862;84489;12,831282;48,168825;Bayern
Burgkirchen a.d.Alz;46.19;10710;84508;12,731367;48,166556;Bayern
Garching a.d.Alz;25.86;8702;84518;12,574383;48,127462;Bayern
Haiming;28.73;2522;84533;12,88758;48,21297;Bayern
Neuötting;36.6;8817;84524;12,690715;48,240061;Bayern
Pleiskirchen;52.62;2462;84568;12,59607;48,307035;Bayern
Teising;5.38;1836;84576;12,609927;48,22698;Bayern
Töging a.Inn;13.65;9407;84513;12,586743;48,254645;Bayern
Tüßling;19.54;3375;84577;12,601677;48,212289;Bayern
Winhöring;24.59;4747;84543;12,651149;48,265589;Bayern
Emmerting;14.07;4079;84547;12,766255;48,199992;Bayern
Mehring;23.38;2411;84561;12,78353;48,178788;Bayern
Feichten a.d.Alz;17.92;1251;84550;12,595784;48,081776;Bayern
Halsbach;22.08;1051;84553;12,675709;48,125357;Bayern
Kirchweidach;20.15;2676;84558;12,64351;48,085899;Bayern
Tyrlaching;20.55;1069;84558;12,668425;48,061068;Bayern
Marktl;27.84;2802;84533;12,843658;48,25329;Bayern
Stammham;5.68;1026;84533;12,882353;48,248353;Bayern
Erlbach;28.13;1214;84567;12,786431;48,30704;Bayern
Perach;14.13;1309;84567;12,767571;48,265551;Bayern
Reischach;28.46;2650;84571;12,725442;48,290821;Bayern
Kastl;27.6;2830;84556;12,696097;48,193923;Bayern
Unterneukirchen;23.26;3325;84579;12,618632;48,165342;Bayern
Ainring;32.96;9885;83404;12,943264;47,816451;Bayern
Anger;45.91;4534;83454;12,859411;47,802378;Bayern
Bad Reichenhall;41.92;18456;83435;12,876699;47,725886;Bayern
Bayerisch Gmain;12.33;3083;83457;12,892608;47,720923;Bayern
Berchtesgaden;35.63;7624;83471;13,002514;47,632843;Bayern
Bischofswiesen;62.15;7219;83483;12,970308;47,647463;Bayern
Freilassing;14.81;17472;83395;12,978135;47,842101;Bayern
Laufen;35.28;7373;83410;12,932686;47,936943;Bayern
Marktschellenberg;17.66;1784;83487;13,045654;47,6968;Bayern
Piding;17.67;5430;83451;12,91208;47,769593;Bayern
Ramsau b.Berchtesgaden;129.17;1706;83486;12,899103;47,608333;Bayern
Saaldorf-Surheim;39.1;5571;83416;12,929731;47,870455;Bayern
Schneizlreuth;107.28;1360;83458;12,802281;47,690229;Bayern
Schönau a.Königssee;131.62;5600;83471;12,984388;47,602396;Bayern
Teisendorf;86.76;9292;83315;12,820465;47,849858;Bayern
Bad Heilbrunn;40.32;3951;83670;11,462626;47,746023;Bayern
Bad Tölz;30.8;19061;83646;11,563912;47,759148;Bayern
Dietramszell;96.82;5657;83623;11,588293;47,854816;Bayern
Egling;74.05;5410;82544;11,508365;47,922943;Bayern
Eurasburg;40.87;4252;82547;11,403471;47,855933;Bayern
Gaißach;38.55;3120;83674;11,5801;47,747447;Bayern
Geretsried;24.6;25221;82538;11,482265;47,856254;Bayern
Icking;17;3670;82057;11,437241;47,956857;Bayern
Jachenau;128.66;822;83676;11,43382;47,605803;Bayern
Königsdorf;45.69;3138;82549;11,480945;47,816385;Bayern
Lenggries;242.83;10058;83661;11,576728;47,682625;Bayern
Münsing;52.23;4346;82541;11,368916;47,902692;Bayern
Wackersberg;64.83;3603;83646;11,54638;47,736474;Bayern
Wolfratshausen;9.13;18984;82515;11,420767;47,912703;Bayern
Benediktbeuern;37.87;3686;83671;11,411896;47,707913;Bayern
Bichl;13.92;2257;83673;11,412308;47,720533;Bayern
Kochel a.See;80.11;4131;82431;11,368269;47,658845;Bayern
Schlehdorf;25.39;1316;82431;11,315207;47,657932;Bayern
Greiling;7.66;1491;83677;11,608942;47,76297;Bayern
Reichersbeuern;15.41;2467;83677;11,634873;47,767361;Bayern
Sachsenkam;15.92;1278;83679;11,64358;47,806902;Bayern
Altomünster;75.66;7979;85250;11,256047;48,387627;Bayern
Bergkirchen;59.96;7755;85232;11,366061;48,259031;Bayern
Dachau;34.96;47738;85221;11,437493;48,263327;Bayern
Erdweg;36.06;6199;85253;11,303171;48,332399;Bayern
Haimhausen;26.93;5724;85778;11,553037;48,3162;Bayern
Hebertshausen;29.57;5798;85241;11,464164;48,291688;Bayern
Karlsfeld;15.61;21853;85757;11,473188;48,222151;Bayern
Markt Indersdorf;68.4;10523;85229;11,373487;48,361167;Bayern
Odelzhausen;30.44;5367;85235;11,198784;48,308784;Bayern
Petershausen;32.79;6620;85238;11,468654;48,40908;Bayern
Pfaffenhofen a.d.Glonn;20.88;2284;85235;11,162447;48,29497;Bayern
Röhrmoos;31.75;6523;85244;11,458116;48,326969;Bayern
Schwabhausen;30.23;6480;85247;11,35568;48,303098;Bayern
Sulzemoos;19.04;3084;85254;11,263711;48,290916;Bayern
Hilgertshausen-Tandern;28.68;3436;86567;11,354829;48,429543;Bayern
Vierkirchen;19.38;4561;85256;11,459701;48,364533;Bayern
Weichs;18.81;3525;85258;11,414041;48,380647;Bayern
Anzing;16.18;4430;85646;11,853441;48,151444;Bayern
Ebersberg;40.84;12210;85560;11,968817;48,078429;Bayern
Forstinning;12.27;3902;85661;11,912626;48,168565;Bayern
Grafing b.München;29.58;13936;85567;11,966103;48,045389;Bayern
Hohenlinden;17.31;3337;85664;11,996522;48,15734;Bayern
Kirchseeon;17.91;10655;85614;11,887809;48,071806;Bayern
Markt Schwaben;10.87;13761;85570;11,86538;48,19093;Bayern
Vaterstetten;34.08;25023;85587;11,777125;48,102498;Bayern
Pliening;22.79;5885;85652;11,798553;48,19811;Bayern
Poing;12.92;16042;85586;11,818208;48,171249;Bayern
Steinhöring;36.31;4066;85643;12,030748;48,086592;Bayern
Zorneding;23.79;9232;85604;11,825588;48,084445;Bayern
Aßling;31.37;4583;85617;12,005281;47,992086;Bayern
Frauenneuharting;22.69;1566;83553;12,048251;48,039782;Bayern
Emmering;17.23;1493;83550;12,056182;47,997962;Bayern
Baiern;19.97;1509;85625;11,898056;47,957257;Bayern
Bruck;21.59;1313;85567;11,907755;48,021043;Bayern
Egmating;19.16;2351;85658;11,797215;48,004623;Bayern
Glonn;30.23;5281;85625;11,867322;47,987123;Bayern
Moosach;18.2;1501;85665;11,875619;48,032615;Bayern
Oberpframmern;18.47;2486;85667;11,813087;48,021679;Bayern
Altmannstein;114.13;7064;93336;11,648267;48,897937;Bayern
Beilngries;100.02;9993;92339;11,471047;49,03653;Bayern
Buxheim;22.53;3656;85114;11,292008;48,804323;Bayern
Denkendorf;47.83;4836;85095;11,454837;48,927791;Bayern
Dollnstein;40.51;2854;91795;11,074724;48,872714;Bayern
Eichstätt;47.79;13465;85072;11,185203;48,891094;Bayern
Gaimersheim;28.21;12251;85080;11,368343;48,804753;Bayern
Großmehring;47.43;7295;85098;11,534077;48,7654;Bayern
Hepberg;4.16;2937;85120;11,461106;48,822885;Bayern
Hitzhofen;33.78;3021;85122;11,321686;48,847072;Bayern
Kinding;51.7;2493;85125;11,383818;49,001445;Bayern
Kipfenberg;81.43;5860;85110;11,393928;48,950023;Bayern
Kösching;55.69;9705;85092;11,501015;48,810992;Bayern
Lenting;8.48;4996;85101;11,462651;48,807287;Bayern
Mörnsheim;33.45;1591;91804;11,008117;48,869692;Bayern
Stammham;39.02;4141;85134;11,458154;48,858187;Bayern
Titting;71.11;2676;85135;11,212034;48,997618;Bayern
Wellheim;33.81;2768;91809;11,082834;48,817667;Bayern
Wettstetten;12.47;5050;85139;11,414983;48,824094;Bayern
Pollenfeld;45.63;3018;85131;11,206125;48,948104;Bayern
Schernfeld;52.25;3282;85072;11,106551;48,904766;Bayern
Walting;39.72;2331;85137;11,300455;48,912008;Bayern
Böhmfeld;16.26;1713;85113;11,366858;48,861043;Bayern
Eitensheim;15.71;3031;85117;11,320021;48,819536;Bayern
Adelschlag;51.95;3019;85111;11,223138;48,83914;Bayern
Egweil;9.39;1222;85116;11,231911;48,785765;Bayern
Nassenfels;18.4;2263;85128;11,227571;48,79765;Bayern
Mindelstetten;22.68;1794;93349;11,642861;48,850009;Bayern
Oberdolling;19.36;1329;85129;11,592558;48,829248;Bayern
Pförring;43.51;3980;85104;11,689187;48,808195;Bayern
Bockhorn;47.15;4134;85461;11,986998;48,314723;Bayern
Dorfen;99.56;14992;84405;12,154454;48,271966;Bayern
Erding;54.61;36414;85435;11,907169;48,306323;Bayern
Finsing;23.18;4760;85464;11,824361;48,216158;Bayern
Forstern;15.38;3656;85659;11,977334;48,183368;Bayern
Fraunberg;42.36;3887;85447;11,992691;48,368715;Bayern
Isen;43.78;5769;84424;12,057134;48,212835;Bayern
Lengdorf;33.94;2728;84435;12,051822;48,255915;Bayern
Moosinning;39.96;6054;85452;11,84463;48,277056;Bayern
Sankt Wolfgang;46.31;4495;84427;12,135093;48,218223;Bayern
Taufkirchen (Vils);70.18;10550;84416;12,131513;48,346437;Bayern
Buch a.Buchrain;22.74;1595;85669;11,994126;48,215089;Bayern
Pastetten;22.08;2852;85669;11,945285;48,199897;Bayern
Walpertskirchen;18.45;2172;85469;11,979422;48,257822;Bayern
Wörth;21.05;4433;85457;11,901744;48,245384;Bayern
Eitting;35.63;2978;85462;11,89039;48,358839;Bayern
Oberding;64.72;6472;85445;11,845524;48,322653;Bayern
Neuching;19.68;2695;85467;11,854383;48,241717;Bayern
Ottenhofen;10.27;1926;85570;11,880343;48,215814;Bayern
Hohenpolding;27.42;1598;84432;12,130701;48,383516;Bayern
Inning a.Holz;11.84;1545;84416;12,077904;48,347862;Bayern
Kirchberg;17.1;1113;84434;12,048411;48,40547;Bayern
Steinkirchen;18.08;1303;84439;12,079194;48,374678;Bayern
Berglern;19.88;2968;85459;11,929916;48,383368;Bayern
Langenpreising;27.5;2854;85465;11,972151;48,425772;Bayern
Wartenberg;17.88;5679;85456;11,987985;48,404449;Bayern
Au i.d.Hallertau;54.99;6269;84072;11,742716;48,557539;Bayern
Eching;37.32;14130;85386;11,623733;48,297531;Bayern
Rudelzhausen;40.8;3504;84104;11,767661;48,590008;Bayern
Fahrenzhausen;37.64;5064;85777;11,554462;48,354613;Bayern
Freising;88.59;48582;85350;11,748361;48,403627;Bayern
Hallbergmoos;35.09;11337;85399;11,749896;48,324369;Bayern
Hohenkammer;25.74;2655;85411;11,523555;48,4241;Bayern
Kirchdorf a.d.Amper;32.97;3218;85414;11,651933;48,4583;Bayern
Kranzberg;39.5;4203;85402;11,616607;48,406009;Bayern
Langenbach;26.89;4059;85416;11,857356;48,440416;Bayern
Marzling;20.5;3237;85417;11,793717;48,410488;Bayern
Moosburg a.d.Isar;43.85;19309;85368;11,935504;48,467702;Bayern
Nandlstadt;34.3;5431;85405;11,805491;48,537446;Bayern
Neufahrn b.Freising;45.54;20202;85371;11,66279;48,316081;Bayern
Allershausen;26.55;5954;85391;11,598275;48,429879;Bayern
Paunzhausen;12.74;1569;85307;11,566162;48,474909;Bayern
Gammelsdorf;21.62;1471;85408;11,949324;48,556063;Bayern
Hörgertshausen;21.48;1997;85413;11,866009;48,549214;Bayern
Mauern;24.15;3138;85419;11,897499;48,51714;Bayern
Wang;31.18;2541;85368;11,935058;48,495301;Bayern
Attenkirchen;16.1;2767;85395;11,758765;48,506366;Bayern
Haag a.d.Amper;21.7;2992;85406;11,832861;48,458593;Bayern
Wolfersdorf;26.06;2571;85395;11,708788;48,478796;Bayern
Zolling;34.53;4944;85406;11,771294;48,451521;Bayern
Alling;21.02;3965;82239;11,299015;48,141556;Bayern
Egenhofen;33.4;3506;82281;11,164854;48,28349;Bayern
Eichenau;6.99;11722;82223;11,322467;48,172075;Bayern
Emmering;10.95;6873;82275;11,280566;48,180662;Bayern
Fürstenfeldbruck;32.52;37063;82256;11,253092;48,182775;Bayern
Germering;21.61;40461;82110;11,364874;48,130916;Bayern
Gröbenzell;6.36;19649;82194;11,37188;48,1927;Bayern
Maisach;53.45;14223;82216;11,257605;48,215758;Bayern
Moorenweis;45.45;4111;82272;11,079272;48,154648;Bayern
Olching;29.92;27653;82140;11,335751;48,20874;Bayern
Puchheim;12.24;21221;82178;11,343959;48,148172;Bayern
Türkenfeld;15.95;3732;82299;11,08557;48,108875;Bayern
Adelshofen;13.28;1766;82276;11,116705;48,18313;Bayern
Althegnenberg;16.09;2070;82278;11,064455;48,233116;Bayern
Hattenhofen;7.18;1567;82285;11,117263;48,221965;Bayern
Jesenwang;15.3;1626;82287;11,131529;48,166407;Bayern
Landsberied;10.53;1637;82290;11,168073;48,162707;Bayern
Mammendorf;21.22;4877;82291;11,162678;48,208396;Bayern
Mittelstetten;18.62;1700;82293;11,095143;48,255788;Bayern
Oberschweinbach;7.24;1717;82294;11,158268;48,241192;Bayern
Grafrath;14.43;3932;82284;11,164399;48,123574;Bayern
Kottgeisering;8.21;1618;82288;11,131747;48,119156;Bayern
Schöngeising;12.86;1890;82296;11,203978;48,140457;Bayern
Bad Kohlgrub;32.55;2839;82433;11,051047;47,66653;Bayern
Farchant;25.78;3628;82490;11,112099;47,530185;Bayern
Garmisch-Partenkirchen;205.66;27249;82456;11,086118;47,492447;Bayern
Grainau;49.37;3449;82491;11,026832;47,470838;Bayern
